cluster,dimension,min_samples,min_cluster_size,epsilon,total_groups,outliers,score,group_result
#6,100,6,7,0.0,18,62,0.7359475258952349,"[{'cluster_no': 11, 'count': 8}, {'cluster_no': 2, 'count': 9}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 14, 'count': 9}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 6, 'count': 10}, {'cluster_no': 16, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 1, 'count': 12}, {'cluster_no': 9, 'count': 12}, {'cluster_no': 8, 'count': 15}, {'cluster_no': 7, 'count': 20}, {'cluster_no': 4, 'count': 21}, {'cluster_no': 12, 'count': 21}, {'cluster_no': 13, 'count': 28}, {'cluster_no': 10, 'count': 29}, {'cluster_no': 15, 'count': 29}, {'cluster_no': -1, 'count': 62}]"
#6,100,6,8,0.0,18,62,0.7359475258952349,"[{'cluster_no': 11, 'count': 8}, {'cluster_no': 2, 'count': 9}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 14, 'count': 9}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 6, 'count': 10}, {'cluster_no': 16, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 1, 'count': 12}, {'cluster_no': 9, 'count': 12}, {'cluster_no': 8, 'count': 15}, {'cluster_no': 7, 'count': 20}, {'cluster_no': 4, 'count': 21}, {'cluster_no': 12, 'count': 21}, {'cluster_no': 13, 'count': 28}, {'cluster_no': 10, 'count': 29}, {'cluster_no': 15, 'count': 29}, {'cluster_no': -1, 'count': 62}]"
#6,100,6,9,0.0,16,54,0.645580791619359,"[{'cluster_no': 2, 'count': 9}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 14, 'count': 9}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 6, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 1, 'count': 12}, {'cluster_no': 11, 'count': 12}, {'cluster_no': 10, 'count': 15}, {'cluster_no': 8, 'count': 20}, {'cluster_no': 4, 'count': 21}, {'cluster_no': 12, 'count': 21}, {'cluster_no': 13, 'count': 28}, {'cluster_no': 9, 'count': 38}, {'cluster_no': 7, 'count': 46}, {'cluster_no': -1, 'count': 54}]"
#6,100,6,10,0.0,13,61,0.6007899336560764,"[{'cluster_no': 3, 'count': 10}, {'cluster_no': 4, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 1, 'count': 12}, {'cluster_no': 9, 'count': 12}, {'cluster_no': 8, 'count': 15}, {'cluster_no': 6, 'count': 20}, {'cluster_no': 11, 'count': 21}, {'cluster_no': 2, 'count': 32}, {'cluster_no': 10, 'count': 37}, {'cluster_no': 7, 'count': 38}, {'cluster_no': 5, 'count': 46}, {'cluster_no': -1, 'count': 61}]"
#6,100,6,11,0.0,10,66,0.6418043652899019,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 1, 'count': 12}, {'cluster_no': 5, 'count': 20}, {'cluster_no': 8, 'count': 21}, {'cluster_no': 2, 'count': 32}, {'cluster_no': 7, 'count': 37}, {'cluster_no': 6, 'count': 38}, {'cluster_no': 3, 'count': 42}, {'cluster_no': 4, 'count': 46}, {'cluster_no': -1, 'count': 66}]"
#6,100,6,12,0.0,9,77,0.6261506310439514,"[{'cluster_no': 0, 'count': 12}, {'cluster_no': 4, 'count': 20}, {'cluster_no': 7, 'count': 21}, {'cluster_no': 1, 'count': 32}, {'cluster_no': 6, 'count': 37}, {'cluster_no': 5, 'count': 38}, {'cluster_no': 2, 'count': 42}, {'cluster_no': 3, 'count': 46}, {'cluster_no': -1, 'count': 77}]"
#6,100,6,13,0.0,7,40,0.673781252056587,"[{'cluster_no': 5, 'count': 21}, {'cluster_no': 1, 'count': 32}, {'cluster_no': 4, 'count': 37}, {'cluster_no': 3, 'count': 38}, {'cluster_no': -1, 'count': 40}, {'cluster_no': 2, 'count': 42}, {'cluster_no': 0, 'count': 115}]"
#6,100,6,14,0.0,7,40,0.673781252056587,"[{'cluster_no': 5, 'count': 21}, {'cluster_no': 1, 'count': 32}, {'cluster_no': 4, 'count': 37}, {'cluster_no': 3, 'count': 38}, {'cluster_no': -1, 'count': 40}, {'cluster_no': 2, 'count': 42}, {'cluster_no': 0, 'count': 115}]"
#6,100,6,15,0.0,7,40,0.673781252056587,"[{'cluster_no': 5, 'count': 21}, {'cluster_no': 1, 'count': 32}, {'cluster_no': 4, 'count': 37}, {'cluster_no': 3, 'count': 38}, {'cluster_no': -1, 'count': 40}, {'cluster_no': 2, 'count': 42}, {'cluster_no': 0, 'count': 115}]"
#6,100,7,5,0.0,18,76,0.7621057346218505,"[{'cluster_no': 9, 'count': 8}, {'cluster_no': 2, 'count': 9}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 7, 'count': 9}, {'cluster_no': 12, 'count': 9}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 16, 'count': 11}, {'cluster_no': 1, 'count': 13}, {'cluster_no': 10, 'count': 13}, {'cluster_no': 11, 'count': 13}, {'cluster_no': 14, 'count': 19}, {'cluster_no': 4, 'count': 20}, {'cluster_no': 15, 'count': 20}, {'cluster_no': 6, 'count': 21}, {'cluster_no': 8, 'count': 27}, {'cluster_no': 13, 'count': 27}, {'cluster_no': -1, 'count': 76}]"
#6,100,7,6,0.0,18,76,0.7621057346218505,"[{'cluster_no': 9, 'count': 8}, {'cluster_no': 2, 'count': 9}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 7, 'count': 9}, {'cluster_no': 12, 'count': 9}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 16, 'count': 11}, {'cluster_no': 1, 'count': 13}, {'cluster_no': 10, 'count': 13}, {'cluster_no': 11, 'count': 13}, {'cluster_no': 14, 'count': 19}, {'cluster_no': 4, 'count': 20}, {'cluster_no': 15, 'count': 20}, {'cluster_no': 6, 'count': 21}, {'cluster_no': 8, 'count': 27}, {'cluster_no': 13, 'count': 27}, {'cluster_no': -1, 'count': 76}]"
#6,100,7,7,0.0,17,62,0.6415008768261377,"[{'cluster_no': 10, 'count': 8}, {'cluster_no': 2, 'count': 9}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 8, 'count': 9}, {'cluster_no': 13, 'count': 9}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 1, 'count': 13}, {'cluster_no': 11, 'count': 13}, {'cluster_no': 12, 'count': 13}, {'cluster_no': 15, 'count': 19}, {'cluster_no': 5, 'count': 20}, {'cluster_no': 7, 'count': 21}, {'cluster_no': 9, 'count': 27}, {'cluster_no': 14, 'count': 27}, {'cluster_no': 4, 'count': 45}, {'cluster_no': -1, 'count': 62}]"
#6,100,7,8,0.0,17,62,0.6415008768261377,"[{'cluster_no': 10, 'count': 8}, {'cluster_no': 2, 'count': 9}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 8, 'count': 9}, {'cluster_no': 13, 'count': 9}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 1, 'count': 13}, {'cluster_no': 11, 'count': 13}, {'cluster_no': 12, 'count': 13}, {'cluster_no': 15, 'count': 19}, {'cluster_no': 5, 'count': 20}, {'cluster_no': 7, 'count': 21}, {'cluster_no': 9, 'count': 27}, {'cluster_no': 14, 'count': 27}, {'cluster_no': 4, 'count': 45}, {'cluster_no': -1, 'count': 62}]"
#6,100,7,9,0.0,16,61,0.6458699516373414,"[{'cluster_no': 2, 'count': 9}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 9, 'count': 9}, {'cluster_no': 12, 'count': 9}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 1, 'count': 13}, {'cluster_no': 10, 'count': 13}, {'cluster_no': 11, 'count': 13}, {'cluster_no': 14, 'count': 19}, {'cluster_no': 5, 'count': 20}, {'cluster_no': 8, 'count': 21}, {'cluster_no': 13, 'count': 27}, {'cluster_no': 7, 'count': 36}, {'cluster_no': 4, 'count': 45}, {'cluster_no': -1, 'count': 61}]"
#6,100,7,10,0.0,11,71,0.645243557916181,"[{'cluster_no': 4, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 1, 'count': 13}, {'cluster_no': 9, 'count': 19}, {'cluster_no': 6, 'count': 20}, {'cluster_no': 8, 'count': 27}, {'cluster_no': 2, 'count': 33}, {'cluster_no': 7, 'count': 36}, {'cluster_no': 3, 'count': 40}, {'cluster_no': 5, 'count': 45}, {'cluster_no': -1, 'count': 71}]"
#6,100,7,11,0.0,10,81,0.6667790342617618,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 1, 'count': 13}, {'cluster_no': 8, 'count': 19}, {'cluster_no': 5, 'count': 20}, {'cluster_no': 7, 'count': 27}, {'cluster_no': 2, 'count': 33}, {'cluster_no': 6, 'count': 36}, {'cluster_no': 3, 'count': 40}, {'cluster_no': 4, 'count': 45}, {'cluster_no': -1, 'count': 81}]"
#6,100,7,12,0.0,9,92,0.6512932443555004,"[{'cluster_no': 0, 'count': 13}, {'cluster_no': 7, 'count': 19}, {'cluster_no': 4, 'count': 20}, {'cluster_no': 6, 'count': 27}, {'cluster_no': 1, 'count': 33}, {'cluster_no': 5, 'count': 36}, {'cluster_no': 2, 'count': 40}, {'cluster_no': 3, 'count': 45}, {'cluster_no': -1, 'count': 92}]"
#6,100,7,13,0.0,9,92,0.6512932443555004,"[{'cluster_no': 0, 'count': 13}, {'cluster_no': 7, 'count': 19}, {'cluster_no': 4, 'count': 20}, {'cluster_no': 6, 'count': 27}, {'cluster_no': 1, 'count': 33}, {'cluster_no': 5, 'count': 36}, {'cluster_no': 2, 'count': 40}, {'cluster_no': 3, 'count': 45}, {'cluster_no': -1, 'count': 92}]"
#6,100,7,14,0.0,7,55,0.7008624624411818,"[{'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 27}, {'cluster_no': 1, 'count': 33}, {'cluster_no': 3, 'count': 36}, {'cluster_no': 2, 'count': 40}, {'cluster_no': -1, 'count': 55}, {'cluster_no': 0, 'count': 115}]"
#6,100,7,15,0.0,7,55,0.7008624624411818,"[{'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 27}, {'cluster_no': 1, 'count': 33}, {'cluster_no': 3, 'count': 36}, {'cluster_no': 2, 'count': 40}, {'cluster_no': -1, 'count': 55}, {'cluster_no': 0, 'count': 115}]"
#6,100,8,5,0.0,17,90,0.8040239598480576,"[{'cluster_no': 15, 'count': 6}, {'cluster_no': 7, 'count': 8}, {'cluster_no': 2, 'count': 9}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 12, 'count': 11}, {'cluster_no': 1, 'count': 12}, {'cluster_no': 9, 'count': 12}, {'cluster_no': 8, 'count': 14}, {'cluster_no': 4, 'count': 19}, {'cluster_no': 11, 'count': 19}, {'cluster_no': 13, 'count': 20}, {'cluster_no': 6, 'count': 21}, {'cluster_no': 14, 'count': 26}, {'cluster_no': 10, 'count': 28}, {'cluster_no': -1, 'count': 90}]"
#6,100,8,6,0.0,17,90,0.8040239598480576,"[{'cluster_no': 15, 'count': 6}, {'cluster_no': 7, 'count': 8}, {'cluster_no': 2, 'count': 9}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 12, 'count': 11}, {'cluster_no': 1, 'count': 12}, {'cluster_no': 9, 'count': 12}, {'cluster_no': 8, 'count': 14}, {'cluster_no': 4, 'count': 19}, {'cluster_no': 11, 'count': 19}, {'cluster_no': 13, 'count': 20}, {'cluster_no': 6, 'count': 21}, {'cluster_no': 14, 'count': 26}, {'cluster_no': 10, 'count': 28}, {'cluster_no': -1, 'count': 90}]"
#6,100,8,7,0.0,16,88,0.7944954160915051,"[{'cluster_no': 7, 'count': 8}, {'cluster_no': 2, 'count': 9}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 12, 'count': 11}, {'cluster_no': 1, 'count': 12}, {'cluster_no': 9, 'count': 12}, {'cluster_no': 8, 'count': 14}, {'cluster_no': 4, 'count': 19}, {'cluster_no': 11, 'count': 19}, {'cluster_no': 14, 'count': 20}, {'cluster_no': 6, 'count': 21}, {'cluster_no': 10, 'count': 28}, {'cluster_no': 13, 'count': 34}, {'cluster_no': -1, 'count': 88}]"
#6,100,8,8,0.0,15,73,0.6580907432736708,"[{'cluster_no': 8, 'count': 8}, {'cluster_no': 2, 'count': 9}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 1, 'count': 12}, {'cluster_no': 10, 'count': 12}, {'cluster_no': 9, 'count': 14}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 13, 'count': 20}, {'cluster_no': 7, 'count': 21}, {'cluster_no': 11, 'count': 28}, {'cluster_no': 12, 'count': 34}, {'cluster_no': 4, 'count': 45}, {'cluster_no': -1, 'count': 73}]"
#6,100,8,9,0.0,14,69,0.6295956815923048,"[{'cluster_no': 2, 'count': 9}, {'cluster_no': 7, 'count': 9}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 1, 'count': 12}, {'cluster_no': 9, 'count': 12}, {'cluster_no': 8, 'count': 14}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 12, 'count': 20}, {'cluster_no': 10, 'count': 28}, {'cluster_no': 6, 'count': 33}, {'cluster_no': 11, 'count': 34}, {'cluster_no': 4, 'count': 45}, {'cluster_no': -1, 'count': 69}]"
#6,100,8,10,0.0,12,87,0.6100729434725236,"[{'cluster_no': 2, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 1, 'count': 12}, {'cluster_no': 7, 'count': 12}, {'cluster_no': 6, 'count': 14}, {'cluster_no': 4, 'count': 19}, {'cluster_no': 10, 'count': 20}, {'cluster_no': 8, 'count': 28}, {'cluster_no': 5, 'count': 33}, {'cluster_no': 9, 'count': 34}, {'cluster_no': 3, 'count': 45}, {'cluster_no': -1, 'count': 87}]"
#6,100,8,11,0.0,9,53,0.6150020495792553,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 2, 'count': 12}, {'cluster_no': 7, 'count': 20}, {'cluster_no': 5, 'count': 28}, {'cluster_no': 3, 'count': 33}, {'cluster_no': 6, 'count': 34}, {'cluster_no': 4, 'count': 39}, {'cluster_no': -1, 'count': 53}, {'cluster_no': 1, 'count': 95}]"
#6,100,8,12,0.0,8,64,0.5989984037332292,"[{'cluster_no': 1, 'count': 12}, {'cluster_no': 6, 'count': 20}, {'cluster_no': 4, 'count': 28}, {'cluster_no': 2, 'count': 33}, {'cluster_no': 5, 'count': 34}, {'cluster_no': 3, 'count': 39}, {'cluster_no': -1, 'count': 64}, {'cluster_no': 0, 'count': 95}]"
#6,100,8,13,0.0,7,56,0.6929623538082672,"[{'cluster_no': 5, 'count': 20}, {'cluster_no': 3, 'count': 28}, {'cluster_no': 1, 'count': 33}, {'cluster_no': 4, 'count': 34}, {'cluster_no': 2, 'count': 39}, {'cluster_no': -1, 'count': 56}, {'cluster_no': 0, 'count': 115}]"
#6,100,8,14,0.0,7,56,0.6929623538082672,"[{'cluster_no': 5, 'count': 20}, {'cluster_no': 3, 'count': 28}, {'cluster_no': 1, 'count': 33}, {'cluster_no': 4, 'count': 34}, {'cluster_no': 2, 'count': 39}, {'cluster_no': -1, 'count': 56}, {'cluster_no': 0, 'count': 115}]"
#6,100,8,15,0.0,7,56,0.6929623538082672,"[{'cluster_no': 5, 'count': 20}, {'cluster_no': 3, 'count': 28}, {'cluster_no': 1, 'count': 33}, {'cluster_no': 4, 'count': 34}, {'cluster_no': 2, 'count': 39}, {'cluster_no': -1, 'count': 56}, {'cluster_no': 0, 'count': 115}]"
#6,100,9,5,0.0,14,106,0.7692148439738128,"[{'cluster_no': 6, 'count': 6}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 12, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 1, 'count': 12}, {'cluster_no': 8, 'count': 12}, {'cluster_no': 7, 'count': 13}, {'cluster_no': 4, 'count': 19}, {'cluster_no': 10, 'count': 19}, {'cluster_no': 11, 'count': 19}, {'cluster_no': 5, 'count': 26}, {'cluster_no': 2, 'count': 31}, {'cluster_no': 9, 'count': 31}, {'cluster_no': -1, 'count': 106}]"
#6,100,9,6,0.0,14,106,0.7692148439738128,"[{'cluster_no': 6, 'count': 6}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 12, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 1, 'count': 12}, {'cluster_no': 8, 'count': 12}, {'cluster_no': 7, 'count': 13}, {'cluster_no': 4, 'count': 19}, {'cluster_no': 10, 'count': 19}, {'cluster_no': 11, 'count': 19}, {'cluster_no': 5, 'count': 26}, {'cluster_no': 2, 'count': 31}, {'cluster_no': 9, 'count': 31}, {'cluster_no': -1, 'count': 106}]"
#6,100,9,7,0.0,12,98,0.6289748651618506,"[{'cluster_no': 3, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 1, 'count': 12}, {'cluster_no': 8, 'count': 12}, {'cluster_no': 7, 'count': 13}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 10, 'count': 19}, {'cluster_no': 6, 'count': 26}, {'cluster_no': 2, 'count': 31}, {'cluster_no': 9, 'count': 31}, {'cluster_no': 4, 'count': 43}, {'cluster_no': -1, 'count': 98}]"
#6,100,9,8,0.0,10,85,0.6329020605900568,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 2, 'count': 12}, {'cluster_no': 6, 'count': 12}, {'cluster_no': 5, 'count': 13}, {'cluster_no': 8, 'count': 19}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 3, 'count': 31}, {'cluster_no': 7, 'count': 31}, {'cluster_no': -1, 'count': 85}, {'cluster_no': 1, 'count': 85}]"
#6,100,9,9,0.0,9,70,0.6652423673401765,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 2, 'count': 12}, {'cluster_no': 7, 'count': 19}, {'cluster_no': 5, 'count': 26}, {'cluster_no': 3, 'count': 31}, {'cluster_no': 6, 'count': 31}, {'cluster_no': 4, 'count': 40}, {'cluster_no': -1, 'count': 70}, {'cluster_no': 1, 'count': 85}]"
#6,100,9,10,0.0,9,70,0.6652423673401765,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 2, 'count': 12}, {'cluster_no': 7, 'count': 19}, {'cluster_no': 5, 'count': 26}, {'cluster_no': 3, 'count': 31}, {'cluster_no': 6, 'count': 31}, {'cluster_no': 4, 'count': 40}, {'cluster_no': -1, 'count': 70}, {'cluster_no': 1, 'count': 85}]"
#6,100,9,11,0.0,9,70,0.6652423673401765,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 2, 'count': 12}, {'cluster_no': 7, 'count': 19}, {'cluster_no': 5, 'count': 26}, {'cluster_no': 3, 'count': 31}, {'cluster_no': 6, 'count': 31}, {'cluster_no': 4, 'count': 40}, {'cluster_no': -1, 'count': 70}, {'cluster_no': 1, 'count': 85}]"
#6,100,9,12,0.0,8,81,0.65038864574,"[{'cluster_no': 1, 'count': 12}, {'cluster_no': 6, 'count': 19}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 2, 'count': 31}, {'cluster_no': 5, 'count': 31}, {'cluster_no': 3, 'count': 40}, {'cluster_no': -1, 'count': 81}, {'cluster_no': 0, 'count': 85}]"
#6,100,9,13,0.0,7,66,0.7084052153838788,"[{'cluster_no': 5, 'count': 19}, {'cluster_no': 3, 'count': 26}, {'cluster_no': 1, 'count': 31}, {'cluster_no': 4, 'count': 31}, {'cluster_no': 2, 'count': 40}, {'cluster_no': -1, 'count': 66}, {'cluster_no': 0, 'count': 112}]"
#6,100,9,14,0.0,7,66,0.7084052153838788,"[{'cluster_no': 5, 'count': 19}, {'cluster_no': 3, 'count': 26}, {'cluster_no': 1, 'count': 31}, {'cluster_no': 4, 'count': 31}, {'cluster_no': 2, 'count': 40}, {'cluster_no': -1, 'count': 66}, {'cluster_no': 0, 'count': 112}]"
#6,100,9,15,0.0,7,66,0.7084052153838788,"[{'cluster_no': 5, 'count': 19}, {'cluster_no': 3, 'count': 26}, {'cluster_no': 1, 'count': 31}, {'cluster_no': 4, 'count': 31}, {'cluster_no': 2, 'count': 40}, {'cluster_no': -1, 'count': 66}, {'cluster_no': 0, 'count': 112}]"
#6,100,10,5,0.0,10,107,0.6606464871161818,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 6, 'count': 11}, {'cluster_no': 3, 'count': 12}, {'cluster_no': 5, 'count': 14}, {'cluster_no': 8, 'count': 19}, {'cluster_no': 4, 'count': 21}, {'cluster_no': 7, 'count': 29}, {'cluster_no': 1, 'count': 32}, {'cluster_no': 2, 'count': 69}, {'cluster_no': -1, 'count': 107}]"
#6,100,10,6,0.0,10,107,0.6606464871161818,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 6, 'count': 11}, {'cluster_no': 3, 'count': 12}, {'cluster_no': 5, 'count': 14}, {'cluster_no': 8, 'count': 19}, {'cluster_no': 4, 'count': 21}, {'cluster_no': 7, 'count': 29}, {'cluster_no': 1, 'count': 32}, {'cluster_no': 2, 'count': 69}, {'cluster_no': -1, 'count': 107}]"
#6,100,10,7,0.0,9,93,0.6900989075020547,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 4, 'count': 12}, {'cluster_no': 7, 'count': 19}, {'cluster_no': 5, 'count': 21}, {'cluster_no': 6, 'count': 29}, {'cluster_no': 1, 'count': 32}, {'cluster_no': 2, 'count': 39}, {'cluster_no': 3, 'count': 69}, {'cluster_no': -1, 'count': 93}]"
#6,100,10,8,0.0,9,93,0.6900989075020547,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 4, 'count': 12}, {'cluster_no': 7, 'count': 19}, {'cluster_no': 5, 'count': 21}, {'cluster_no': 6, 'count': 29}, {'cluster_no': 1, 'count': 32}, {'cluster_no': 2, 'count': 39}, {'cluster_no': 3, 'count': 69}, {'cluster_no': -1, 'count': 93}]"
#6,100,10,9,0.0,9,93,0.6900989075020547,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 4, 'count': 12}, {'cluster_no': 7, 'count': 19}, {'cluster_no': 5, 'count': 21}, {'cluster_no': 6, 'count': 29}, {'cluster_no': 1, 'count': 32}, {'cluster_no': 2, 'count': 39}, {'cluster_no': 3, 'count': 69}, {'cluster_no': -1, 'count': 93}]"
#6,100,10,10,0.0,9,93,0.6900989075020547,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 4, 'count': 12}, {'cluster_no': 7, 'count': 19}, {'cluster_no': 5, 'count': 21}, {'cluster_no': 6, 'count': 29}, {'cluster_no': 1, 'count': 32}, {'cluster_no': 2, 'count': 39}, {'cluster_no': 3, 'count': 69}, {'cluster_no': -1, 'count': 93}]"
#6,100,10,11,0.0,9,93,0.6900989075020547,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 4, 'count': 12}, {'cluster_no': 7, 'count': 19}, {'cluster_no': 5, 'count': 21}, {'cluster_no': 6, 'count': 29}, {'cluster_no': 1, 'count': 32}, {'cluster_no': 2, 'count': 39}, {'cluster_no': 3, 'count': 69}, {'cluster_no': -1, 'count': 93}]"
#6,100,10,12,0.0,8,104,0.6749365268293746,"[{'cluster_no': 3, 'count': 12}, {'cluster_no': 6, 'count': 19}, {'cluster_no': 4, 'count': 21}, {'cluster_no': 5, 'count': 29}, {'cluster_no': 0, 'count': 32}, {'cluster_no': 1, 'count': 39}, {'cluster_no': 2, 'count': 69}, {'cluster_no': -1, 'count': 104}]"
#6,100,10,13,0.0,7,75,0.7084271350783035,"[{'cluster_no': 5, 'count': 19}, {'cluster_no': 3, 'count': 21}, {'cluster_no': 4, 'count': 29}, {'cluster_no': 1, 'count': 32}, {'cluster_no': 2, 'count': 39}, {'cluster_no': -1, 'count': 75}, {'cluster_no': 0, 'count': 110}]"
#6,100,10,14,0.0,7,75,0.7084271350783035,"[{'cluster_no': 5, 'count': 19}, {'cluster_no': 3, 'count': 21}, {'cluster_no': 4, 'count': 29}, {'cluster_no': 1, 'count': 32}, {'cluster_no': 2, 'count': 39}, {'cluster_no': -1, 'count': 75}, {'cluster_no': 0, 'count': 110}]"
#6,100,10,15,0.0,7,75,0.7084271350783035,"[{'cluster_no': 5, 'count': 19}, {'cluster_no': 3, 'count': 21}, {'cluster_no': 4, 'count': 29}, {'cluster_no': 1, 'count': 32}, {'cluster_no': 2, 'count': 39}, {'cluster_no': -1, 'count': 75}, {'cluster_no': 0, 'count': 110}]"
#6,100,11,5,0.0,7,84,0.7287300214285113,"[{'cluster_no': 3, 'count': 19}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 1, 'count': 29}, {'cluster_no': 2, 'count': 39}, {'cluster_no': -1, 'count': 84}, {'cluster_no': 0, 'count': 109}]"
#6,100,11,6,0.0,7,84,0.7287300214285113,"[{'cluster_no': 3, 'count': 19}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 1, 'count': 29}, {'cluster_no': 2, 'count': 39}, {'cluster_no': -1, 'count': 84}, {'cluster_no': 0, 'count': 109}]"
#6,100,11,7,0.0,7,84,0.7287300214285113,"[{'cluster_no': 3, 'count': 19}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 1, 'count': 29}, {'cluster_no': 2, 'count': 39}, {'cluster_no': -1, 'count': 84}, {'cluster_no': 0, 'count': 109}]"
#6,100,11,8,0.0,7,84,0.7287300214285113,"[{'cluster_no': 3, 'count': 19}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 1, 'count': 29}, {'cluster_no': 2, 'count': 39}, {'cluster_no': -1, 'count': 84}, {'cluster_no': 0, 'count': 109}]"
#6,100,11,9,0.0,7,84,0.7287300214285113,"[{'cluster_no': 3, 'count': 19}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 1, 'count': 29}, {'cluster_no': 2, 'count': 39}, {'cluster_no': -1, 'count': 84}, {'cluster_no': 0, 'count': 109}]"
#6,100,11,10,0.0,7,84,0.7287300214285113,"[{'cluster_no': 3, 'count': 19}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 1, 'count': 29}, {'cluster_no': 2, 'count': 39}, {'cluster_no': -1, 'count': 84}, {'cluster_no': 0, 'count': 109}]"
#6,100,11,11,0.0,7,84,0.7287300214285113,"[{'cluster_no': 3, 'count': 19}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 1, 'count': 29}, {'cluster_no': 2, 'count': 39}, {'cluster_no': -1, 'count': 84}, {'cluster_no': 0, 'count': 109}]"
#6,100,11,12,0.0,7,84,0.7287300214285113,"[{'cluster_no': 3, 'count': 19}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 1, 'count': 29}, {'cluster_no': 2, 'count': 39}, {'cluster_no': -1, 'count': 84}, {'cluster_no': 0, 'count': 109}]"
#6,100,11,13,0.0,7,84,0.7287300214285113,"[{'cluster_no': 3, 'count': 19}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 1, 'count': 29}, {'cluster_no': 2, 'count': 39}, {'cluster_no': -1, 'count': 84}, {'cluster_no': 0, 'count': 109}]"
