cluster,dimension,min_samples,min_cluster_size,epsilon,total_groups,outliers,score,group_result
#6,100,11,14,0.0,7,84,0.7287300214285113,"[{'cluster_no': 3, 'count': 19}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 1, 'count': 29}, {'cluster_no': 2, 'count': 39}, {'cluster_no': -1, 'count': 84}, {'cluster_no': 0, 'count': 109}]"
#6,100,11,15,0.0,7,84,0.7287300214285113,"[{'cluster_no': 3, 'count': 19}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 1, 'count': 29}, {'cluster_no': 2, 'count': 39}, {'cluster_no': -1, 'count': 84}, {'cluster_no': 0, 'count': 109}]"
#6,100,12,5,0.0,7,107,0.7359643664409757,"[{'cluster_no': 1, 'count': 17}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 2, 'count': 26}, {'cluster_no': 3, 'count': 26}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 0, 'count': 104}, {'cluster_no': -1, 'count': 107}]"
#6,100,12,6,0.0,7,107,0.7359643664409757,"[{'cluster_no': 1, 'count': 17}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 2, 'count': 26}, {'cluster_no': 3, 'count': 26}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 0, 'count': 104}, {'cluster_no': -1, 'count': 107}]"
#6,100,12,7,0.0,7,107,0.7359643664409757,"[{'cluster_no': 1, 'count': 17}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 2, 'count': 26}, {'cluster_no': 3, 'count': 26}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 0, 'count': 104}, {'cluster_no': -1, 'count': 107}]"
#6,100,12,8,0.0,7,107,0.7359643664409757,"[{'cluster_no': 1, 'count': 17}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 2, 'count': 26}, {'cluster_no': 3, 'count': 26}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 0, 'count': 104}, {'cluster_no': -1, 'count': 107}]"
#6,100,12,9,0.0,7,107,0.7359643664409757,"[{'cluster_no': 1, 'count': 17}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 2, 'count': 26}, {'cluster_no': 3, 'count': 26}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 0, 'count': 104}, {'cluster_no': -1, 'count': 107}]"
#6,100,12,10,0.0,7,107,0.7359643664409757,"[{'cluster_no': 1, 'count': 17}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 2, 'count': 26}, {'cluster_no': 3, 'count': 26}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 0, 'count': 104}, {'cluster_no': -1, 'count': 107}]"
#6,100,12,11,0.0,7,107,0.7359643664409757,"[{'cluster_no': 1, 'count': 17}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 2, 'count': 26}, {'cluster_no': 3, 'count': 26}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 0, 'count': 104}, {'cluster_no': -1, 'count': 107}]"
#6,100,12,12,0.0,7,107,0.7359643664409757,"[{'cluster_no': 1, 'count': 17}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 2, 'count': 26}, {'cluster_no': 3, 'count': 26}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 0, 'count': 104}, {'cluster_no': -1, 'count': 107}]"
#6,100,12,13,0.0,7,107,0.7359643664409757,"[{'cluster_no': 1, 'count': 17}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 2, 'count': 26}, {'cluster_no': 3, 'count': 26}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 0, 'count': 104}, {'cluster_no': -1, 'count': 107}]"
#6,100,12,14,0.0,7,107,0.7359643664409757,"[{'cluster_no': 1, 'count': 17}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 2, 'count': 26}, {'cluster_no': 3, 'count': 26}, {'cluster_no': 4, 'count': 26}, {'cluster_no': 0, 'count': 104}, {'cluster_no': -1, 'count': 107}]"
#6,100,12,15,0.0,6,83,0.5917933498307112,"[{'cluster_no': 2, 'count': 17}, {'cluster_no': 4, 'count': 19}, {'cluster_no': 3, 'count': 26}, {'cluster_no': 1, 'count': 76}, {'cluster_no': -1, 'count': 83}, {'cluster_no': 0, 'count': 104}]"
#6,100,13,5,0.0,7,98,0.7467816633245684,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 25}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 42}, {'cluster_no': -1, 'count': 98}, {'cluster_no': 0, 'count': 99}]"
#6,100,13,6,0.0,7,98,0.7467816633245684,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 25}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 42}, {'cluster_no': -1, 'count': 98}, {'cluster_no': 0, 'count': 99}]"
#6,100,13,7,0.0,7,98,0.7467816633245684,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 25}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 42}, {'cluster_no': -1, 'count': 98}, {'cluster_no': 0, 'count': 99}]"
#6,100,13,8,0.0,7,98,0.7467816633245684,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 25}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 42}, {'cluster_no': -1, 'count': 98}, {'cluster_no': 0, 'count': 99}]"
#6,100,13,9,0.0,7,98,0.7467816633245684,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 25}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 42}, {'cluster_no': -1, 'count': 98}, {'cluster_no': 0, 'count': 99}]"
#6,100,13,10,0.0,7,98,0.7467816633245684,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 25}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 42}, {'cluster_no': -1, 'count': 98}, {'cluster_no': 0, 'count': 99}]"
#6,100,13,11,0.0,7,98,0.7467816633245684,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 25}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 42}, {'cluster_no': -1, 'count': 98}, {'cluster_no': 0, 'count': 99}]"
#6,100,13,12,0.0,7,98,0.7467816633245684,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 25}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 42}, {'cluster_no': -1, 'count': 98}, {'cluster_no': 0, 'count': 99}]"
#6,100,13,13,0.0,7,98,0.7467816633245684,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 25}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 42}, {'cluster_no': -1, 'count': 98}, {'cluster_no': 0, 'count': 99}]"
#6,100,13,14,0.0,7,98,0.7467816633245684,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 25}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 42}, {'cluster_no': -1, 'count': 98}, {'cluster_no': 0, 'count': 99}]"
#6,100,13,15,0.0,7,98,0.7467816633245684,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 25}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 42}, {'cluster_no': -1, 'count': 98}, {'cluster_no': 0, 'count': 99}]"
#6,100,14,5,0.0,7,102,0.7558819734078935,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 24}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 40}, {'cluster_no': 0, 'count': 98}, {'cluster_no': -1, 'count': 102}]"
#6,100,14,6,0.0,7,102,0.7558819734078935,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 24}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 40}, {'cluster_no': 0, 'count': 98}, {'cluster_no': -1, 'count': 102}]"
#6,100,14,7,0.0,7,102,0.7558819734078935,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 24}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 40}, {'cluster_no': 0, 'count': 98}, {'cluster_no': -1, 'count': 102}]"
#6,100,14,8,0.0,7,102,0.7558819734078935,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 24}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 40}, {'cluster_no': 0, 'count': 98}, {'cluster_no': -1, 'count': 102}]"
#6,100,14,9,0.0,7,102,0.7558819734078935,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 24}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 40}, {'cluster_no': 0, 'count': 98}, {'cluster_no': -1, 'count': 102}]"
#6,100,14,10,0.0,7,102,0.7558819734078935,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 24}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 40}, {'cluster_no': 0, 'count': 98}, {'cluster_no': -1, 'count': 102}]"
#6,100,14,11,0.0,7,102,0.7558819734078935,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 24}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 40}, {'cluster_no': 0, 'count': 98}, {'cluster_no': -1, 'count': 102}]"
#6,100,14,12,0.0,7,102,0.7558819734078935,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 24}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 40}, {'cluster_no': 0, 'count': 98}, {'cluster_no': -1, 'count': 102}]"
#6,100,14,13,0.0,6,93,0.7510674932667548,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 40}, {'cluster_no': 4, 'count': 51}, {'cluster_no': -1, 'count': 93}, {'cluster_no': 0, 'count': 98}]"
#6,100,14,14,0.0,6,93,0.7510674932667548,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 40}, {'cluster_no': 4, 'count': 51}, {'cluster_no': -1, 'count': 93}, {'cluster_no': 0, 'count': 98}]"
#6,100,14,15,0.0,6,93,0.7510674932667548,"[{'cluster_no': 3, 'count': 17}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 40}, {'cluster_no': 4, 'count': 51}, {'cluster_no': -1, 'count': 93}, {'cluster_no': 0, 'count': 98}]"
#6,100,15,5,0.0,7,106,0.7534419346214206,"[{'cluster_no': 3, 'count': 16}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 23}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 41}, {'cluster_no': 0, 'count': 95}, {'cluster_no': -1, 'count': 106}]"
#6,100,15,6,0.0,7,106,0.7534419346214206,"[{'cluster_no': 3, 'count': 16}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 23}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 41}, {'cluster_no': 0, 'count': 95}, {'cluster_no': -1, 'count': 106}]"
#6,100,15,7,0.0,7,106,0.7534419346214206,"[{'cluster_no': 3, 'count': 16}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 23}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 41}, {'cluster_no': 0, 'count': 95}, {'cluster_no': -1, 'count': 106}]"
#6,100,15,8,0.0,7,106,0.7534419346214206,"[{'cluster_no': 3, 'count': 16}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 23}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 41}, {'cluster_no': 0, 'count': 95}, {'cluster_no': -1, 'count': 106}]"
#6,100,15,9,0.0,6,95,0.7420756076700291,"[{'cluster_no': 3, 'count': 16}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 41}, {'cluster_no': 4, 'count': 52}, {'cluster_no': -1, 'count': 95}, {'cluster_no': 0, 'count': 95}]"
#6,100,15,10,0.0,6,95,0.7420756076700291,"[{'cluster_no': 3, 'count': 16}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 41}, {'cluster_no': 4, 'count': 52}, {'cluster_no': -1, 'count': 95}, {'cluster_no': 0, 'count': 95}]"
#6,100,15,11,0.0,6,95,0.7420756076700291,"[{'cluster_no': 3, 'count': 16}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 41}, {'cluster_no': 4, 'count': 52}, {'cluster_no': -1, 'count': 95}, {'cluster_no': 0, 'count': 95}]"
#6,100,15,12,0.0,6,95,0.7420756076700291,"[{'cluster_no': 3, 'count': 16}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 41}, {'cluster_no': 4, 'count': 52}, {'cluster_no': -1, 'count': 95}, {'cluster_no': 0, 'count': 95}]"
#6,100,15,13,0.0,6,95,0.7420756076700291,"[{'cluster_no': 3, 'count': 16}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 41}, {'cluster_no': 4, 'count': 52}, {'cluster_no': -1, 'count': 95}, {'cluster_no': 0, 'count': 95}]"
#6,100,15,14,0.0,6,95,0.7420756076700291,"[{'cluster_no': 3, 'count': 16}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 41}, {'cluster_no': 4, 'count': 52}, {'cluster_no': -1, 'count': 95}, {'cluster_no': 0, 'count': 95}]"
#6,100,15,15,0.0,6,95,0.7420756076700291,"[{'cluster_no': 3, 'count': 16}, {'cluster_no': 1, 'count': 26}, {'cluster_no': 2, 'count': 41}, {'cluster_no': 4, 'count': 52}, {'cluster_no': -1, 'count': 95}, {'cluster_no': 0, 'count': 95}]"
#6,768,None,5,0.0,3,144,0.24766038819824177,"[{'cluster_no': 1, 'count': 5}, {'cluster_no': -1, 'count': 144}, {'cluster_no': 0, 'count': 176}]"
#6,768,None,6,0.0,3,253,0.27454007768827815,"[{'cluster_no': 1, 'count': 7}, {'cluster_no': 0, 'count': 65}, {'cluster_no': -1, 'count': 253}]"
#6,768,None,7,0.0,4,289,0.42002147695952724,"[{'cluster_no': 2, 'count': 8}, {'cluster_no': 0, 'count': 12}, {'cluster_no': 1, 'count': 16}, {'cluster_no': -1, 'count': 289}]"
#6,768,None,8,0.0,3,302,0.40150368096107136,"[{'cluster_no': 1, 'count': 8}, {'cluster_no': 0, 'count': 15}, {'cluster_no': -1, 'count': 302}]"
#6,768,None,9,0.0,1,325,None,"[{'cluster_no': -1, 'count': 325}]"
#6,768,None,10,0.0,1,325,None,"[{'cluster_no': -1, 'count': 325}]"
#6,768,None,11,0.0,1,325,None,"[{'cluster_no': -1, 'count': 325}]"
#6,768,None,12,0.0,1,325,None,"[{'cluster_no': -1, 'count': 325}]"
#6,768,None,13,0.0,1,325,None,"[{'cluster_no': -1, 'count': 325}]"
#6,768,None,14,0.0,1,325,None,"[{'cluster_no': -1, 'count': 325}]"
#6,768,None,15,0.0,1,325,None,"[{'cluster_no': -1, 'count': 325}]"
#6,768,1,5,0.0,21,172,0.39579589104790935,"[{'cluster_no': 1, 'count': 5}, {'cluster_no': 2, 'count': 5}, {'cluster_no': 7, 'count': 5}, {'cluster_no': 9, 'count': 5}, {'cluster_no': 14, 'count': 5}, {'cluster_no': 3, 'count': 6}, {'cluster_no': 6, 'count': 6}, {'cluster_no': 8, 'count': 6}, {'cluster_no': 11, 'count': 6}, {'cluster_no': 13, 'count': 7}, {'cluster_no': 15, 'count': 7}, {'cluster_no': 0, 'count': 8}, {'cluster_no': 5, 'count': 8}, {'cluster_no': 4, 'count': 9}, {'cluster_no': 10, 'count': 10}, {'cluster_no': 16, 'count': 10}, {'cluster_no': 17, 'count': 10}, {'cluster_no': 18, 'count': 10}, {'cluster_no': 19, 'count': 12}, {'cluster_no': 12, 'count': 13}, {'cluster_no': -1, 'count': 172}]"
#6,768,1,6,0.0,3,15,0.1581153651832641,"[{'cluster_no': 1, 'count': 8}, {'cluster_no': -1, 'count': 15}, {'cluster_no': 0, 'count': 302}]"
#6,768,1,7,0.0,3,15,0.1581153651832641,"[{'cluster_no': 1, 'count': 8}, {'cluster_no': -1, 'count': 15}, {'cluster_no': 0, 'count': 302}]"
#6,768,1,8,0.0,3,15,0.1581153651832641,"[{'cluster_no': 1, 'count': 8}, {'cluster_no': -1, 'count': 15}, {'cluster_no': 0, 'count': 302}]"
#6,768,1,9,0.0,6,208,0.23995738238695136,"[{'cluster_no': 0, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 2, 'count': 13}, {'cluster_no': 4, 'count': 35}, {'cluster_no': 3, 'count': 50}, {'cluster_no': -1, 'count': 208}]"
#6,768,1,10,0.0,5,217,0.22646419104812773,"[{'cluster_no': 0, 'count': 10}, {'cluster_no': 1, 'count': 13}, {'cluster_no': 3, 'count': 35}, {'cluster_no': 2, 'count': 50}, {'cluster_no': -1, 'count': 217}]"
#6,768,1,11,0.0,4,227,0.2077950420897299,"[{'cluster_no': 0, 'count': 13}, {'cluster_no': 2, 'count': 35}, {'cluster_no': 1, 'count': 50}, {'cluster_no': -1, 'count': 227}]"
#6,768,1,12,0.0,4,227,0.2077950420897299,"[{'cluster_no': 0, 'count': 13}, {'cluster_no': 2, 'count': 35}, {'cluster_no': 1, 'count': 50}, {'cluster_no': -1, 'count': 227}]"
#6,768,1,13,0.0,4,227,0.2077950420897299,"[{'cluster_no': 0, 'count': 13}, {'cluster_no': 2, 'count': 35}, {'cluster_no': 1, 'count': 50}, {'cluster_no': -1, 'count': 227}]"
#6,768,1,14,0.0,3,240,0.24772232666385777,"[{'cluster_no': 1, 'count': 35}, {'cluster_no': 0, 'count': 50}, {'cluster_no': -1, 'count': 240}]"
#6,768,1,15,0.0,3,240,0.24772232666385777,"[{'cluster_no': 1, 'count': 35}, {'cluster_no': 0, 'count': 50}, {'cluster_no': -1, 'count': 240}]"
#6,768,2,5,0.0,3,21,0.1656338106813846,"[{'cluster_no': 1, 'count': 7}, {'cluster_no': -1, 'count': 21}, {'cluster_no': 0, 'count': 297}]"
#6,768,2,6,0.0,3,21,0.1656338106813846,"[{'cluster_no': 1, 'count': 7}, {'cluster_no': -1, 'count': 21}, {'cluster_no': 0, 'count': 297}]"
#6,768,2,7,0.0,3,21,0.1656338106813846,"[{'cluster_no': 1, 'count': 7}, {'cluster_no': -1, 'count': 21}, {'cluster_no': 0, 'count': 297}]"
#6,768,2,8,0.0,6,219,0.2668949226858278,"[{'cluster_no': 0, 'count': 9}, {'cluster_no': 1, 'count': 11}, {'cluster_no': 2, 'count': 11}, {'cluster_no': 4, 'count': 32}, {'cluster_no': 3, 'count': 43}, {'cluster_no': -1, 'count': 219}]"
#6,768,2,9,0.0,6,219,0.2668949226858278,"[{'cluster_no': 0, 'count': 9}, {'cluster_no': 1, 'count': 11}, {'cluster_no': 2, 'count': 11}, {'cluster_no': 4, 'count': 32}, {'cluster_no': 3, 'count': 43}, {'cluster_no': -1, 'count': 219}]"
#6,768,2,10,0.0,3,189,0.1550669404051026,"[{'cluster_no': 1, 'count': 11}, {'cluster_no': 0, 'count': 125}, {'cluster_no': -1, 'count': 189}]"
#6,768,2,11,0.0,3,189,0.1550669404051026,"[{'cluster_no': 1, 'count': 11}, {'cluster_no': 0, 'count': 125}, {'cluster_no': -1, 'count': 189}]"
#6,768,2,12,0.0,3,250,0.2844672538952032,"[{'cluster_no': 1, 'count': 32}, {'cluster_no': 0, 'count': 43}, {'cluster_no': -1, 'count': 250}]"
#6,768,2,13,0.0,3,250,0.2844672538952032,"[{'cluster_no': 1, 'count': 32}, {'cluster_no': 0, 'count': 43}, {'cluster_no': -1, 'count': 250}]"
#6,768,2,14,0.0,3,250,0.2844672538952032,"[{'cluster_no': 1, 'count': 32}, {'cluster_no': 0, 'count': 43}, {'cluster_no': -1, 'count': 250}]"
#6,768,2,15,0.0,3,250,0.2844672538952032,"[{'cluster_no': 1, 'count': 32}, {'cluster_no': 0, 'count': 43}, {'cluster_no': -1, 'count': 250}]"
#6,768,3,5,0.0,3,30,0.1778607924993703,"[{'cluster_no': 1, 'count': 6}, {'cluster_no': -1, 'count': 30}, {'cluster_no': 0, 'count': 289}]"
#6,768,3,6,0.0,3,30,0.1778607924993703,"[{'cluster_no': 1, 'count': 6}, {'cluster_no': -1, 'count': 30}, {'cluster_no': 0, 'count': 289}]"
#6,768,3,7,0.0,6,234,0.3129841571592671,"[{'cluster_no': 0, 'count': 7}, {'cluster_no': 1, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 4, 'count': 28}, {'cluster_no': 3, 'count': 37}, {'cluster_no': -1, 'count': 234}]"
#6,768,3,8,0.0,5,241,0.29568040387825933,"[{'cluster_no': 0, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 3, 'count': 28}, {'cluster_no': 2, 'count': 37}, {'cluster_no': -1, 'count': 241}]"
#6,768,3,9,0.0,5,241,0.29568040387825933,"[{'cluster_no': 0, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 3, 'count': 28}, {'cluster_no': 2, 'count': 37}, {'cluster_no': -1, 'count': 241}]"
#6,768,3,10,0.0,4,250,0.26640029219962635,"[{'cluster_no': 0, 'count': 10}, {'cluster_no': 2, 'count': 28}, {'cluster_no': 1, 'count': 37}, {'cluster_no': -1, 'count': 250}]"
#6,768,3,11,0.0,3,260,0.316394890409664,"[{'cluster_no': 1, 'count': 28}, {'cluster_no': 0, 'count': 37}, {'cluster_no': -1, 'count': 260}]"
#6,768,3,12,0.0,3,260,0.316394890409664,"[{'cluster_no': 1, 'count': 28}, {'cluster_no': 0, 'count': 37}, {'cluster_no': -1, 'count': 260}]"
#6,768,3,13,0.0,3,260,0.316394890409664,"[{'cluster_no': 1, 'count': 28}, {'cluster_no': 0, 'count': 37}, {'cluster_no': -1, 'count': 260}]"
#6,768,3,14,0.0,3,260,0.316394890409664,"[{'cluster_no': 1, 'count': 28}, {'cluster_no': 0, 'count': 37}, {'cluster_no': -1, 'count': 260}]"
#6,768,3,15,0.0,3,260,0.316394890409664,"[{'cluster_no': 1, 'count': 28}, {'cluster_no': 0, 'count': 37}, {'cluster_no': -1, 'count': 260}]"
#6,768,4,5,0.0,4,162,0.2140664020149077,"[{'cluster_no': 0, 'count': 5}, {'cluster_no': 2, 'count': 6}, {'cluster_no': 1, 'count': 152}, {'cluster_no': -1, 'count': 162}]"
#6,768,4,6,0.0,3,167,0.2873960384899567,"[{'cluster_no': 1, 'count': 6}, {'cluster_no': 0, 'count': 152}, {'cluster_no': -1, 'count': 167}]"
#6,768,4,7,0.0,5,248,0.25715057723950396,"[{'cluster_no': 0, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 3, 'count': 17}, {'cluster_no': 2, 'count': 41}, {'cluster_no': -1, 'count': 248}]"
#6,768,4,8,0.0,3,226,0.23539302191933306,"[{'cluster_no': 1, 'count': 9}, {'cluster_no': 0, 'count': 90}, {'cluster_no': -1, 'count': 226}]"
#6,768,4,9,0.0,3,226,0.23539302191933306,"[{'cluster_no': 1, 'count': 9}, {'cluster_no': 0, 'count': 90}, {'cluster_no': -1, 'count': 226}]"
#6,768,4,10,0.0,4,257,0.21585738004054197,"[{'cluster_no': 0, 'count': 10}, {'cluster_no': 2, 'count': 17}, {'cluster_no': 1, 'count': 41}, {'cluster_no': -1, 'count': 257}]"
#6,768,4,11,0.0,3,267,0.2703824268027978,"[{'cluster_no': 1, 'count': 17}, {'cluster_no': 0, 'count': 41}, {'cluster_no': -1, 'count': 267}]"
#6,768,4,12,0.0,3,267,0.2703824268027978,"[{'cluster_no': 1, 'count': 17}, {'cluster_no': 0, 'count': 41}, {'cluster_no': -1, 'count': 267}]"
#6,768,4,13,0.0,3,267,0.2703824268027978,"[{'cluster_no': 1, 'count': 17}, {'cluster_no': 0, 'count': 41}, {'cluster_no': -1, 'count': 267}]"
#6,768,4,14,0.0,3,267,0.2703824268027978,"[{'cluster_no': 1, 'count': 17}, {'cluster_no': 0, 'count': 41}, {'cluster_no': -1, 'count': 267}]"
#6,768,4,15,0.0,3,267,0.2703824268027978,"[{'cluster_no': 1, 'count': 17}, {'cluster_no': 0, 'count': 41}, {'cluster_no': -1, 'count': 267}]"
#6,768,5,5,0.0,3,144,0.24766038819824177,"[{'cluster_no': 1, 'count': 5}, {'cluster_no': -1, 'count': 144}, {'cluster_no': 0, 'count': 176}]"
#6,768,5,6,0.0,3,241,0.2562042851855308,"[{'cluster_no': 1, 'count': 7}, {'cluster_no': 0, 'count': 77}, {'cluster_no': -1, 'count': 241}]"
#6,768,5,7,0.0,3,241,0.2562042851855308,"[{'cluster_no': 1, 'count': 7}, {'cluster_no': 0, 'count': 77}, {'cluster_no': -1, 'count': 241}]"
#6,768,5,8,0.0,4,274,0.3425212612236184,"[{'cluster_no': 0, 'count': 10}, {'cluster_no': 2, 'count': 13}, {'cluster_no': 1, 'count': 28}, {'cluster_no': -1, 'count': 274}]"
#6,768,5,9,0.0,4,274,0.3425212612236184,"[{'cluster_no': 0, 'count': 10}, {'cluster_no': 2, 'count': 13}, {'cluster_no': 1, 'count': 28}, {'cluster_no': -1, 'count': 274}]"
#6,768,5,10,0.0,4,274,0.3425212612236184,"[{'cluster_no': 0, 'count': 10}, {'cluster_no': 2, 'count': 13}, {'cluster_no': 1, 'count': 28}, {'cluster_no': -1, 'count': 274}]"
#6,768,5,11,0.0,3,284,0.41732740970466775,"[{'cluster_no': 1, 'count': 13}, {'cluster_no': 0, 'count': 28}, {'cluster_no': -1, 'count': 284}]"
#6,768,5,12,0.0,3,284,0.41732740970466775,"[{'cluster_no': 1, 'count': 13}, {'cluster_no': 0, 'count': 28}, {'cluster_no': -1, 'count': 284}]"
